異動,藥品代號,藥品英文名稱,藥品中文名稱,規格量,規格單位,單複方,參考價,有效起日,有效迄日,製造廠名稱,劑型,成份,ATC_CODE,
,BC22297214,DIANEAL LOW CALCIUM (2.5MEQ/L) PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ”BAXTER”,”百特” 含１．５％葡萄糖低鈣（２．５ＭＥＱ/Ｌ）腹膜透析液,2.5,L (LIT,複方,199,1091001,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22297221,DIANEAL LOW CALCIUM (2.5MEQ/L) PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ”BAXTER”,”百特” 含１．５％葡萄糖低鈣（２．５ＭＥＱ/Ｌ）腹膜透析液,5,L (LIT,複方,278,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22298210,DIANEAL LOW CALCIUM (2.5MEQ/L) PERITONEAL DIALYSIS SOLUTION WITH 4.25” DEXTROSE,”百特”含4.25％葡萄糖低鈣（2.5 mEq/L）腹膜透析液,1.5,L (LIT,複方,156,1070501,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22298212,DIANEAL LOW CALCIUM (2.5MEQ/L) PERITONEAL DIALYSIS SOLUTION WITH 4.25” DEXTROSE,”百特”含4.25％葡萄糖低鈣（2.5 mEq/L）腹膜透析液,2,L (LIT,複方,179,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22298214,DIANEAL LOW CALCIUM (2.5MEQ/L) PERITONEAL DIALYSIS SOLUTION WITH 4.25” DEXTROSE,”百特”含4.25％葡萄糖低鈣（2.5 mEq/L）腹膜透析液,2.5,L (LIT,複方,199,1091001,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22298221,DIANEAL LOW CALCIUM (2.5MEQ/L) PERITONEAL DIALYSIS SOLUTION WITH 4.25” DEXTROSE,”百特”含4.25％葡萄糖低鈣（2.5 mEq/L）腹膜透析液,5,L (LIT,複方,278,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22299210,DIANEAL LOW CALCIUM (2.5MEQ/L)， PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE,含２．５％葡萄糖低鈣（２．５ＭＥＱ/Ｌ）腹膜透析液〝百特〞,1.5,L (LIT,複方,156,1070501,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22299212,DIANEAL LOW CALCIUM (2.5MEQ/L)， PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE,含２．５％葡萄糖低鈣（２．５ＭＥＱ/Ｌ）腹膜透析液〝百特〞,2,L (LIT,複方,179,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22299214,DIANEAL LOW CALCIUM (2.5MEQ/L)， PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE,含２．５％葡萄糖低鈣（２．５ＭＥＱ/Ｌ）腹膜透析液〝百特〞,2.5,L (LIT,複方,199,1091001,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22299221,DIANEAL LOW CALCIUM (2.5MEQ/L)， PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE,含２．５％葡萄糖低鈣（２．５ＭＥＱ/Ｌ）腹膜透析液〝百特〞,5,L (LIT,複方,278,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22310100,FARESTON TABLETS 60MG,弗瑞斯錠６０公斯,0,,單方,25.6,1070501,9991231,臺灣美強股份有限公司,錠劑,TOREMIFENE CITRATE,L02BA02,
,BC22319209,CLAFORAN IV INJECTION 0.5/1.0G,可活能注射劑０．５/１．０公克,1,GM,單方,100,1120401,9991231,賽諾菲股份有限公司,乾粉注射劑,CEFOTAXIME (SODIUM),J01DD01,
,BC22319277,CLAFORAN IV INJECTION 0.5/1.0G,可活能注射劑０．５/１．０公克,500,MG,單方,82,1120401,9991231,賽諾菲股份有限公司,乾粉注射劑,CEFOTAXIME (SODIUM),J01DD01,
,BC22320212,CLAFORAN IV INJECTION 2.0G,可活能注射劑２．０公克,2,GM,單方,340,1120401,9991231,賽諾菲股份有限公司,乾粉注射劑,CEFOTAXIME (SODIUM),J01DD01,
,BC22324100,ZYPREXA FILM COATED TABLETS 5MG,金普薩膜衣錠５毫克,0,,單方,34.1,1120401,9991231,臺灣禮來股份有限公司,膜衣錠,OLANZAPINE,N05AH03,
,BC22326100,ZYPREXA FILM COATED TABLETS 10MG,金普薩膜衣錠１０毫克,0,,單方,54,1120401,9991231,臺灣禮來股份有限公司,膜衣錠,OLANZAPINE,N05AH03,
,BC22342100,PENTASA PROLONGED-RELEASE TABLETS 500MG,頗得斯安持續性藥效錠５００公絲,0,,單方,8,1120401,9991231,輝凌藥品股份有限公司,持續性藥效錠,MESALAZINE （＝AMINOSALICYLIC ACID META-),A07EC02,
,BC22354280,CLEXANE INJECTION,克立生注射劑〝麥森艾佛特〞,600,MCL,單方,134,1120401,9991231,賽諾菲股份有限公司,注射劑,ENOXAPARIN SODIUM,B01AB05,
,BC22357100,VESANOID SOFT GELATIN CAPSULES 10MG,凡善能軟膠囊10毫克,0,,單方,127,1080201,9991231,裕利股份有限公司,軟膠囊劑,TRETINOIN,L01XF01,
,BC22365100,UNIPHYLLIN CONTINUS TABLETS 200MG,優汝喘持續性藥效錠２００公絲,0,,單方,    -,1080601,9991231,嘉德藥品企業股份有限,持續性藥效錠,THEOPHYLLINE,R03DA04,
,BC22372421,CILOXAN STERILE OPHTHALMIC SOLUTION,施樂舒點眼液,5,ML,單方,105,1120401,9991231,台灣諾華股份有限公司,點眼液劑,CIPROFLOXACIN (HCL),S01AE03,
,BC22376100,PLAQUENIL TABLETS 200MG,必賴克廔膜衣錠２００公絲,0,,單方,2.07,1110101,9991231,賽諾菲股份有限公司,膜衣錠,HYDROXYCHLOROQUINE SULFATE,P01BA02,
,BC223871G0,NATRILIX SR FILM-COATED TABLETS 1.5MG(鋁箔/膠箔),鈉催離持續性藥效膜衣錠１．５毫克,0,,單方,2,1080601,9991231,新加坡商施維雅股份有,持續性藥效錠,INDAPAMIDE,C03BA11,
,BC22393277,”B.BRAUN” AMINOPLASMAL HEPA 10%,安命諾注射液１０％〝柏朗〞,500,ML,複方,234,1120701,9991231,臺灣柏朗股份有限公司,注射劑,ISOLEUCINE L-+LEUCINE L-+LYSINE L- ACETATE+METHIONINE L-+PHENYLALANINE L-+THREONINE L-,B05BA01,
,BC22395271,DEPAKINE LYOPHILIZED INJECTION 400MG/VIAL,帝拔癲凍晶注射劑４００公絲／小瓶,400,MG,單方,284,1120401,9991231,賽諾菲股份有限公司,凍晶注射劑,VALPROATE SODIUM,N03AG01,
,BC22396100,COMBIVIR TABLETS,卡貝滋錠,0,,複方,28.2,1111001,9991231,荷商葛蘭素史克藥廠股,膜衣錠,LAMIVUDINE+ZIDOVUDINE,J05AR01,
,BC22409100,XELODA TABLETS 500MG,截瘤達錠５００毫克,0,,單方,80,1120401,9991231,台灣大昌華嘉股份有限,膜衣錠,CAPECITABINE,L01BC06,
,BC22420100,KLARICID FILM-COATED TABLETS 500MG,開羅理黴素膜衣錠５００毫克,0,,單方,13.2,1110101,9991231,美商亞培股份有限公司,膜衣錠,CLARITHROMYCIN,J01FA09,
,BC22438100,APO-FLUOXETINE CAPSULES 20MG,安保福憂停膠囊２０公絲,0,,單方,2.8,1090901,9991231,鴻汶醫藥實業有限公司,膠囊劑,FLUOXETINE (HCL),N06AB03,
,BC224471E1,AUGMENTIN SYRUP 457MG/5ML,安滅菌糖漿用粉劑457毫克/5毫升,3.2,GM,複方,118,1090401,9991231,荷商葛蘭素史克藥廠股,糖漿用粉劑,AMOXICILLIN TRIHYDRATE+CLAVULANATE POTASSIUM,J01CR02,
,BC22449219,HYCAMTIN 4MG INJECTION,癌康定注射劑,4,MG,單方,6263,1120401,9991231,台灣諾華股份有限公司,凍晶注射劑,TOPOTECAN HYDROCHLORIDE,L01CE01,
,BC22462100,FEMARA FILM-COATED TABLETS 2.5MG,復乳納膜衣錠2.5毫克,0,,單方,36.6,1120401,9991231,臺灣諾華股份有限公司,膜衣錠,LETROZOLE,L02BG04,
,BC22473212,CAMPTO CONC. SOLUTION FOR I.V. INFUSION,抗癌妥靜脈輸注濃縮液,2,ML,單方,1523,1120401,9991231,輝瑞大藥廠股份有限公,注射劑,IRINOTECAN HYDROCHLORIDE TRIHYDRATE,L01CE02,
,BC22473221,CAMPTO CONC. SOLUTION FOR I.V. INFUSION,抗癌妥靜脈輸注濃縮液,5,ML,單方,2504,1120401,9991231,輝瑞大藥廠股份有限公,注射劑,IRINOTECAN HYDROCHLORIDE TRIHYDRATE,L01CE02,
,BC225015FR,MIRENA (LEVONORGESTREL 20UG/24H) INTRAUTERINE SYSTEM,蜜蕊娜子宮內投藥系統,52,,單方,3992,1120401,9991231,臺灣拜耳股份有限公司,子宮內避孕器,LEVONORGESTREL,G03AC03,
,BC22507100,TOPAMAX FILM-COATED TABLETS 50MG,妥泰膜衣錠５０公絲,0,,單方,9.9,1120401,9991231,嬌生股份有限公司,膜衣錠,TOPIRAMATE,N03AX11,
,BC22508100,TOPAMAX FILM-COATED TABLETS 100MG,妥泰膜衣錠１００公絲,0,,單方,20.6,1120401,9991231,嬌生股份有限公司,膜衣錠,TOPIRAMATE,N03AX11,
,BC22509100,TOPAMAX FILM-COATED TABLETS 25MG,妥泰膜衣錠２５公絲,0,,單方,4.89,1120401,9991231,嬌生股份有限公司,膜衣錠,TOPIRAMATE,N03AX11,
,BC22510100,TOPAMAX FILM-COATED TABLETS 200MG,妥泰膜衣錠２００公絲,0,,單方,69,1050401,9991231,嬌生股份有限公司,膜衣錠,TOPIRAMATE,N03AX11,
,BC22535100,LASIX TABLETS 40MG,來適泄錠,0,,單方,1.5,1040101,9991231,賽諾菲股份有限公司,錠劑,FUROSEMIDE,C03CA01,
,BC225351G0,LASIX TABLETS 40MG(鋁箔/膠箔),來適泄錠,0,,單方,2,1040101,9991231,賽諾菲股份有限公司,錠劑,FUROSEMIDE,C03CA01,
,BC22540414,XALATAN 50UG/ML (0.005%),舒而坦　眼藥水,2.5,ML,單方,426,1120401,9991231,暉致醫藥股份有限公司,點眼液劑,LATANOPROST,S01EE01,
,BC22542100,SEROQUEL TABLETS 100MG,思樂康膜衣錠１００公絲,0,,單方,9.6,1120401,9991231,臺灣阿斯特捷利康股份,膜衣錠,QUETIAPINE (AS FUMARATE),N05AH04,
,BC22543100,SEROQUEL TABLETS 25MG,思樂康膜衣錠２５公絲,0,,單方,6,1120401,9991231,臺灣阿斯特捷利康股份,膜衣錠,QUETIAPINE (AS FUMARATE),N05AH04,
,BC22544100,SEROQUEL TABLETS 200MG,思樂康膜衣錠２００公絲,0,,單方,13.5,1120401,9991231,臺灣阿斯特捷利康股份,膜衣錠,QUETIAPINE (AS FUMARATE),N05AH04,
,BC22551100,APROVEL 150MG FILM-COATED TABLETS,安普諾維膜衣錠１５０毫克,0,,單方,4.97,1120401,9991231,賽諾菲股份有限公司,膜衣錠,IRBESARTAN,C09CA04,
,BC22553100,BETAC TABLETS 20MG,倍課平膜衣錠２０公絲,0,,單方,3.72,1091001,9991231,雙正貿易股份有限公司,膜衣錠,BETAXOLOL HCL,C07AB05,
,BC22587335,DIFFERIN GEL 0.1%,痘膚潤凝膠０．１％,15,GM,單方,65,1120401,9991231,香港商高德美有限公司,外用凝膠劑,ADAPALENE,D10AD03,
,BC225931G0,ATANAAL CAPSULE 5,壓達能軟膠囊5毫克,0,,單方,2,1060601,9991231,曼哈頓企業有限公司,軟膠囊劑,NIFEDIPINE,C08CA05,
,BC22606248,AGGRASTAT CONCENTRATE FOR INFUSION,雅瑞濃縮輸注液,50,ML,單方,7382,1050401,9991231,安沛國際有限公司,注射劑,TIROFIBAN (HCL MONOHYDRATE),B01AC17,
,BC22610100,ALDACTONE TABLETS 25MG,安達通錠25毫克,0,,單方,1.5,1040101,9991231,輝瑞大藥廠股份有限公,膜衣錠,SPIRONOLACTONE,C03DA01,
,BC226101G0,ALDACTONE TABLETS 25MG,安達通錠25毫克,0,,單方,2,1040101,9991231,輝瑞大藥廠股份有限公,膜衣錠,SPIRONOLACTONE,C03DA01,
,BC22612100,AUGMENTIN 1G F.C. TABLETS,安滅菌膜衣錠１公克,0,,複方,7.2,1110101,9991231,荷商葛蘭素史克藥廠股,膜衣錠,AMOXYCILLIN (TRIHYDRATE)+CLAVULANATE (POTASSIUM),J01CR02,
,BC22622100,SIBELIUM CAPSULES 5MG,血俾益膠囊５毫克,0,,單方,1.51,1120401,9991231,嬌生股份有限公司,膠囊劑,FLUNARIZINE (HCL),N07CA03,
,BC226221G0,SIBELIUM CAPSULES 5MG(鋁箔/膠箔),血俾益膠囊５毫克(鋁箔/膠箔),0,,單方,2,1040201,9991231,嬌生股份有限公司,膠囊劑,FLUNARIZINE (HCL),N07CA03,
,BC22655243,SANDOSTATIN LAR MICROSPHERES FOR INJECTION 30MG,善得定長效緩釋注射劑３０毫克,30,MG,單方,47765,1120401,9991231,臺灣諾華股份有限公司,注射劑,OCTREOTIDE,H01CB02,
,BC22657238,SANDOSTATIN LAR MICROSPHERES FOR INJECTION 20MG,善得定長效緩釋注射劑２０毫克,20,MG,單方,36228,1040101,9991231,臺灣諾華股份有限公司,注射劑,OCTREOTIDE,H01CB02,
,BC22658100,DOSTINEX TABLETS 0.5MG,過乳降錠0.5毫克,0,,單方,125,1080401,9991231,輝瑞大藥廠股份有限公,錠劑,CABERGOLINE,G02CB03,
,BC226711G0,AMARYL 2.0 TABLETS(鋁箔/膠箔),瑪爾胰2.0錠,0,,單方,2,1111001,9991231,賽諾菲股份有限公司,錠劑,GLIMEPIRIDE,A10BB12,
,BC22678100,CARDIZEM UNOTARD PROLONGED RELEASE TABLETS 180MG,凱帝心　徐放錠１８０公絲,0,,單方,9.1,1120401,9991231,台田藥品股份有限公司,持續性藥效錠,DILTIAZEM (HCL),C08DB01,
,BC22695221,PHARMORUBICIN INJECTION 2MG/ML,泛艾黴素靜脈注射劑,5,ML,單方,359,1120401,9991231,輝瑞大藥廠股份有限公,注射劑,EPIRUBICIN HCL,L01DB03,
,BC22695240,PHARMORUBICIN INJECTION 2MG/ML,泛艾黴素靜脈注射劑,25,ML,單方,2076,1120401,9991231,輝瑞大藥廠股份有限公,注射劑,EPIRUBICIN HCL,L01DB03,
,BC22712221,ADRIAMYCIN INJ. 2MG/ML,艾黴素注射液,5,ML,單方,380,1120401,9991231,輝瑞大藥廠股份有限公,注射劑,DOXORUBICIN HCL,L01DB01,
,BC22726100,METHOTREXATE SODIUM TABLETS 2.5MG,滅殺除炎錠2.5毫克,0,,單方,4.34,1120401,9991231,輝瑞大藥廠股份有限公,錠劑,METHOTREXATE (SODIUM),L04AX03,
,BC22727209,BUSCOPAN AMPOULES,補斯可胖注射液,1,ML,單方,15,1040101,9991231,台灣大昌華嘉股份有限,注射劑,SCOPOLAMINE N-BUTYL BROMIDE,A03BB01,
,BC22732248,FLUDARA LYOPHILIZED IV INJECTION,福達樂靜脈凍晶注射劑,50,MG,單方,5706,1091001,9991231,賽諾菲股份有限公司,凍晶注射劑,FLUDARABINE PHOSPHATE,L01BB05,
,BC22737500,PENTASA SUPPOSITORIES  1GM,頗得斯安栓劑,0,,單方,32.8,1120401,9991231,輝凌藥品股份有限公司,栓劑,MESALAZINE （＝AMINOSALICYLIC ACID META-),A07EC02,
,BC22754329,NERISONE FATTY OINTMENT,乃利爽脂肪性軟膏,10,GM,單方,42.9,1120401,9991231,亞博實業股份有限公司,軟膏劑,DIFLUCORTOLONE VALERATE,D07AC06,
,BC22767100,Risperdal Film Coated Tablet 1mg,理思必妥 膜衣錠１毫克,0,,單方,5.5,1120401,9991231,嬌生股份有限公司,膜衣錠,RISPERIDONE,N05AX08,
,BC22768100,RISPERDAL Film Coated TABLET 2MG,理思必妥膜衣錠２毫克,0,,單方,6.1,1120401,9991231,嬌生股份有限公司,膜衣錠,RISPERIDONE,N05AX08,
,BC22769100,Risperdal Film Coated Tablet 3mg,理思必妥膜衣錠３毫克,0,,單方,16.6,1120401,9991231,嬌生股份有限公司,膜衣錠,RISPERIDONE,N05AX08,
,BC22770221,NIMBEX INJECTION 2MG/ML,肌弛適　注射液２公絲/公撮,5,ML,單方,56,1110101,9991231,安沛國際有限公司,注射液劑,CISATRACURIUM BESYLATE,M03AC11,
,BC22778100,SINGULAIR FILM COATED TABLET 10MG,欣流膜衣錠10毫克,0,,單方,12.3,1110101,9991231,荷蘭商歐嘉隆有限公司,膜衣錠,MONTELUKAST (SODIUM),R03DC03,
,BC22779100,SINGULAIR CHEWABLE TABLET 5MG,欣流咀嚼錠5毫克,0,,單方,9.3,1110101,9991231,荷蘭商歐嘉隆有限公司,咀嚼錠,MONTELUKAST (SODIUM),R03DC03,
,BC22781100,PARIET ENTERIC-COATED TABLETS 10 MG,百抑潰腸溶膜衣錠10毫克,0,,單方,7,1120401,9991231,衛采製藥股份有限公司,腸溶膜衣錠,SODIUM RABEPRAZOLE,A02BC04,
,BC22782100,PARIET ENTERIC-COATED TABLETS 20MG,百抑潰腸溶膜衣錠２０毫克,0,,單方,7.7,1120401,9991231,衛采製藥股份有限公司,腸溶膜衣錠,RABEPRAZOLE SODIUM,A02BC04,
,BC22783100,DETRUSITOL F.C. TABLETS 2MG,得舒妥膜衣錠２公絲,0,,單方,6.8,1120401,9991231,暉致醫藥股份有限公司,膜衣錠,TOLTERODINE L-TARTRATE,G04BD07,
,BC22784100,DETRUSITOL F.C. TABLETS 1MG,得舒妥膜衣錠１公絲,0,,單方,    -,1080601,9991231,暉致醫藥股份有限公司,膜衣錠,TOLTERODINE L-TARTRATE,G04BD07,
,BC22790238,INNOHEP INJ. 10000 ANTI-XA IU/ML IN VIALS,〝理奧〞低肝脂鈉１００００國際單位/毫升注射劑,20,KIU,單方,353,1060401,9991231,禾利行股份有限公司,注射劑,TINZAPARIN  SODIUM,B01AB10,
,BC22793412,FLIXOTIDE NEBULES 2MG/2ML,輔舒酮　呼吸溶液劑　２公絲/２公撮,2,ML,單方,68,1120401,9991231,荷商葛蘭素史克藥廠股,氣化噴霧用溶液劑,FLUTICASONE PROPIONATE,R03BA05,
,BC22803100,CASODEX TABLETS 50MG,可蘇多錠５０公絲,0,,單方,64,1120401,9991231,臺灣阿斯特捷利康股份,膜衣錠,BICALUTAMIDE,L02BB03,
,BC22816100,SPORANOX CAPSULES 100MG,〝楊森〞適撲諾膠囊１００毫克,0,,單方,16.8,1120401,9991231,嬌生股份有限公司,膠囊劑,ITRACONAZOLE,J02AC02,
,BC228204E5,NASACORT AQ,拿塞可得鼻用噴液劑,6.6,MG,單方,151,1120401,9991231,台灣大昌華嘉股份有限,鼻用噴液劑,TRIAMCINOLONE ACETONIDE,R01AD11,
,BC22821100,NEURONTIN CAPSULES 300MG,鎮頑癲膠囊300毫克,0,,單方,7.4,1120401,9991231,暉致醫藥股份有限公司,膠囊劑,GABAPENTIN,N03AX12,
,BC22822100,NEURONTIN CAPSULES 400MG,鎮頑癲膠囊400毫克,0,,單方,8.1,1120401,9991231,暉致醫藥股份有限公司,膠囊劑,GABAPENTIN,N03AX12,
,BC22823100,NEURONTIN CAPSULES 100MG,鎮頑癲膠囊１００毫克,0,,單方,3.2,1120401,9991231,暉致醫藥股份有限公司,膠囊劑,GABAPENTIN,N03AX12,
,BC22840212,LASIX 20MG SOLUTION FOR INJECTION,來適泄注射液,2,ML,單方,15,1040101,9991231,賽諾菲股份有限公司,注射液劑,FUROSEMIDE,C03CA01,
,BC22843100,APROVEL  300MG FILM-COATED TABLETS,安普諾維膜衣錠300毫克,0,,單方,7.7,1120401,9991231,賽諾菲股份有限公司,膜衣錠,IRBESARTAN,C09CA04,
,BC22856421,EMADINE STERILE OPHTHALMIC SOLUTION,愛敏定眼眼液,5,ML,單方,51,1120401,9991231,台灣諾華股份有限公司,點眼液劑,EMEDASTINE (AS DIFUMARATE),S01GX06,
,BC22858100,EXELON CAPSULES 3MG,憶思能膠囊３毫克,0,,單方,29.6,1120401,9991231,臺灣諾華股份有限公司,膠囊劑,RIVASTIGMINE (HYDROGEN TARTRATE),N06DA03,
,BC22859100,EXELON CAPSULES 6MG,憶思能膠囊6毫克,0,,單方,29.6,1120401,9991231,臺灣諾華股份有限公司,膠囊劑,RIVASTIGMINE (HYDROGEN TARTRATE),N06DA03,
,BC22861100,EXELON CAPSULES 1.5MG,憶思能膠囊1.5毫克,0,,單方,29.6,1120401,9991231,臺灣諾華股份有限公司,膠囊劑,RIVASTIGMINE (HYDROGEN TARTRATE),N06DA03,
,BC22863100,EXELON CAPSULES 4.5MG,憶思能膠囊4.5毫克,0,,單方,29.6,1120401,9991231,臺灣諾華股份有限公司,膠囊劑,RIVASTIGMINE (HYDROGEN TARTRATE),N06DA03,
,BC22868238,FRESOFOL 1% MCT/LCT,飛可復1%注射液,20,ML,單方,37.4,1110101,9991231,台灣費森尤斯卡比股份,注射劑,PROPOFOL,N01AX10,
,BC22868248,FRESOFOL 1% MCT/LCT,飛可復1%注射液,50,ML,單方,128,1110101,9991231,台灣費森尤斯卡比股份,注射劑,PROPOFOL,N01AX10,
,BC22869100,ZIAGEN TABLETS,濟而剛錠,0,,單方,95,1111001,9991231,荷商葛蘭素史克藥廠股,錠劑,ABACAVIR( SULFATE),J05AF06,
,BC22870164,ZIAGEN ORAL SOLUTION,濟而剛　口服液,240,ML,單方,2450,1060204,9991231,荷商葛蘭素史克藥廠股,內服液劑,ABACAVIR( SULFATE),J05AF06,
,BC22874265,LIPOVENOES MCT 20% EMULSION FOR INFUSION,立得能靜脈注射液２０％,250,ML,複方,168,1110101,9991231,台灣費森尤斯卡比股份,注射劑,EGG PHOSPHATIDES+GLYCERIN (=GLYCEROL)+SOYBEAN OIL+TRIGLYCERIDES MEDIUM CHAIN,B05BA02,
,BC22877100,DIANE-35 S.C. TABLETS,黛麗安糖衣錠,0,,複方,6.9,1120401,9991231,臺灣拜耳股份有限公司,糖衣錠,CYPROTERONE ACETATE+ESTRADIOL ETHINYL (=ETHINYLOESTRADIOL),G03HB01,
,BC22882100,REQUIP FILM-COATED TAB. 0.25MG,力必平膜衣錠0.25毫克,0,,單方,4.91,1120401,9991231,荷商葛蘭素史克藥廠股,膜衣錠,ROPINIROLE HYDROCHLORIDE,N04BC04,
,BC22883100,REQUIP FILM-COATED TAB. 1MG,力必平膜衣錠１公絲,0,,單方,12.8,1120401,9991231,荷商葛蘭素史克藥廠股,膜衣錠,ROPINIROLE HYDROCHLORIDE,N04BC04,
,BC22886100,LIPITOR FILM-COATED TABLETS 10MG,立普妥　膜衣錠10毫克,0,,單方,7.5,1120401,9991231,暉致醫藥股份有限公司,膜衣錠,ATORVASTATIN (CALCIUM),C10AA05,
,BC22889100,LIPITOR FILM-COATED TABLETS 40MG,立普妥　膜衣錠４０毫克,0,,單方,18,1120401,9991231,暉致醫藥股份有限公司,膜衣錠,ATORVASTATIN (CALCIUM),C10AA05,
,BC22890100,LIPITOR FILM-COATED TABLETS 20MG,立普妥　膜衣錠20毫克,0,,單方,14.4,1120401,9991231,暉致醫藥股份有限公司,膜衣錠,ATORVASTATIN (CALCIUM),C10AA05,
,BC22917100,XATRAL XL 10MG,扎特持續性藥效錠,0,,單方,5.4,1120401,9991231,賽諾菲股份有限公司,持續性藥效錠,ALFUZOSIN (HCL),G04CA01,
,BC22920100,Etumine Tablets 40mg (Clotiapine),意妥明錠,0,,單方,6.2,1110101,9991231,吉富貿易有限公司,錠劑,CLOTIAPINE,N05AH06,
,BC22924424,NASONEX AQUEOUS NASAL SPRAY,內舒拿水溶性鼻用噴液劑,7,MG,單方,133,1110101,9991231,荷蘭商歐嘉隆有限公司,鼻用噴液劑,MOMETASONE FUROATE,R01AD09,
,BC22927100,MEDOVIR 400MG TABLETS,美樂威錠４００公絲,0,,單方,5.2,1120401,9991231,雙正貿易股份有限公司,錠劑,ACYCLOVIR,J05AB01,
,BC22931116,CURAM POWDER FOR ORAL SUSPENSION 312.5MG/5ML,諾快寧　口服懸液用粉劑 312.5毫克/ 5毫升,60,ML,複方,70,1110101,9991231,臺灣諾華股份有限公司,懸液用粉劑,AMOXYCILLIN (TRIHYDRATE)+CLAVULANATE (POTASSIUM),J01CR02,
,BC22932100,PLAVIX FILM-COATED TABLETS 75MG,保栓通膜衣錠75毫克,0,,單方,31.9,1120401,9991231,賽諾菲股份有限公司,膜衣錠,CLOPIDOGREL,B01AC04,
,BC22934421,AZOPT 10MG/ML EYE DROPS，SUSPENSION,愛舒壓點眼懸液劑,5,ML,單方,246,1120401,9991231,台灣諾華股份有限公司,點眼懸液劑,BRINZOLAMIDE,S01EC04,
,BC22959100,HYTRIN TABLETS 2MG,定脈平錠２公絲（英國廠）,0,,單方,1.92,1110101,9991231,美商亞培股份有限公司,錠劑,TERAZOSIN (HCL 2H2O),G04CA03,
,BC229591G0,HYTRIN TABLETS 2MG(鋁箔/膠箔),定脈平錠２毫克（英國廠）,0,,單方,2,1110401,9991231,美商亞培股份有限公司,錠劑,TERAZOSIN (HCL 2H2O),G04CA03,
,BC22962100,Controloc control Gastro-Resistant Tablets 20 mg,必胃康腸溶膜衣錠 20 毫克,0,,單方,    -,1080601,9991231,臺灣武田藥品工業股份,膜衣錠,PANTOPRAZOLE SODIUM SESQUIHYDRATE,A02BC02,
,BC22989100,HYZAAR F.C TAB. 50/12.5MG,好悅您　膜衣錠　５０／１２．５毫克,0,,複方,4.11,1110101,9991231,美商默沙東藥廠股份有,膜衣錠,HYDROCHLOROTHIAZIDE+LOSARTAN POTASSIUM,C09DA01,
,BC22995100,ESTRACYT CAPSULES 140MG,抑癌　膠囊１４０毫克,0,,單方,52,1040101,9991231,輝瑞大藥廠股份有限公,膠囊劑,ESTRAMUSTINE SODIUM PHOSPHATE MONOHYDRATE,L01XX11,
,BC22997100,PROGOR CAPSULE 180MG,保樂康緩釋膠囊１８０公絲,0,,單方,9.1,1120401,9991231,天義企業股份有限公司,持續性藥效膠囊劑,DILTIAZEM (HCL),C08DB01,
